number,title,labels,scenario
7534,"ServiceDiscover - No DNS records were found for service",area-service-discovery,UNMAPPED
7557,"[AzureTools][Aspire] Succeed to start the Azure Function container with an error","area-integrations,azure,azure-functions",UNMAPPED
7563,"Support for NATS Cluster Configuration in Aspire.Hosting.AppHost","area-integrations,nats",UNMAPPED
7590,"Improve logging of `ResourceReadyEvent` failures",needs-retriage,UNMAPPED
7598,"Make `ReferenceExpressionBuilder` Fluent",area-app-model,UNMAPPED
7612,"Protect against using `ReferenceExpression` in a regular interpoalted string",area-app-model,UNMAPPED
7620,"[RabbitMQ Hosting] Allow setting a default vhost","area-integrations,rabbitmq",UNMAPPED
7627,"Allow configuring/overriding dashboard and other endpoint certificates (BYO SSL)",area-dashboard,UNMAPPED
7644,"[WebToolsE2E][Aspire] When publishing the Aspire project in ACA, there is a 'stdout F' in the Resources section of the Console logs.","area-azure-aca,azure-container-apps",UNMAPPED
7655,"[Aspire.Hosting.SqlServer] Allow specifying a user in the connection string","area-integrations,sqlserver",UNMAPPED
7660,"Supress `The request was aborted` errors from AppHost logs",area-orchestrator,UNMAPPED
7679,"[WebToolsE2E][Aspire] On the Help page and Settings page, '关闭' is displayed incorrectly due to the font","area-dashboard,needs-retriage",UNMAPPED
7740,"Codespace URL remapping doesn't complete until all resources are running.",area-app-model,UNMAPPED
7750,"AddKeyedKafkaConsumer/Producer: have separate argument for name (serviceKey) and connection name","area-integrations,kafka",UNMAPPED
7774,"Dashboard columns: more love to Actions/Commands",area-dashboard,UNMAPPED
7793,"Docker image doesn't start when using WithDataVolume + WithDataBindMount",area-integrations,UNMAPPED
7816,"Aspire uses the 'Release' folder to find the Dacpac file of the referenced SqlProject",area-tooling,UNMAPPED
7818,"WithCommandResource menu order",area-app-model,UNMAPPED
7828,"Durable Functions work correctly locally, but not when deployed?","area-integrations,azure",UNMAPPED
7831,"Location parameter no longer works in Aspire 9.1 for `AddAzureOpenAI`","area-integrations,azure,ai",UNMAPPED
7835,"RabbitMQ resource builder should properly encode passing parameters",area-integrations,UNMAPPED
7843,"Introduce new state for resources without a lifetime outside of ""Running""",area-app-model,UNMAPPED
7848,"Hanging tests: Aspire.Oracle.EntityFrameworkCore.Tests","area-integrations,oracle,flaky-test",UNMAPPED
7859,"[WebToolsE2E][Aspire] After successfully publishing an Aspire project, the Console log does not have any logs after restarting the project in the 'Aspire Dashboard'.","external,area-azure-aca,azure-container-apps",UNMAPPED
7883,"Azure service bus emulator destroys secret.json file when adding its own configuration","area-integrations,azure-servicebus",UNMAPPED
7903,"Error with naming format like Name_X_Y_Z","area-app-model,needs-retriage",UNMAPPED
7905,DcpInstancesAnnotation,area-app-model,UNMAPPED
7931,"Tracing for OpenAI integrations","area-integrations,ai",UNMAPPED
7974,"[WebToolsE2E] Using VS Code C# Dev Kit, when we add Aspire orchestration to function app, it missed adding the function app project to the IDistributedApplicationBuilder and the package 'Aspire.Hosting.Azure.Functions' was missing.","area-tooling,azure-functions",UNMAPPED
7984,"Add auto-auth to WithHttpCommand",area-app-model,UNMAPPED
7995,"MongoDB integration - connectionstring parameters","area-integrations,mongodb",UNMAPPED
8004,"dashboard menu command ordering",area-dashboard,UNMAPPED
8027,"Text viewer pane should be resizeable",area-dashboard,UNMAPPED
8032,"[WebToolsE2E] Using VS Code C# Dev Kit, there is no IntelliSense for JSON editing when configuring Aspire integrations","area-tooling,area-extension",UNMAPPED
8070,"Validate Codespaces support for `WithHttpCommand`",area-app-model,UNMAPPED
8075,"Aspire Host cannot be started normally.",needs-area-label,UNMAPPED
8076,"WaitFor circular reference","area-app-model,needs-retriage",UNMAPPED
8090,"Unable to add a migration with Aspire.Pomelo.EntityFrameworkCore.MySql","area-integrations,entityframework",UNMAPPED
8129,"QR Code visualizer for dashboard",area-dashboard,UNMAPPED
8146,"File Content Viewer for Bind Mounts",area-dashboard,UNMAPPED
8173,"Error disposing log descriptor log level",area-orchestrator,UNMAPPED
8177,"Azure Cosmos DB Preview Emulator with EF Core and Enrich API fails writing to the database","area-integrations,azure,azure-cosmosdb",UNMAPPED
8193,"Failing tests - `Aspire.Pomelo.EntityFrameworkCore.MySql.Tests.ConformanceTests.CanRegisterMultipleInstancesUsingDifferentKeys`","area-integrations,mysql,flaky-test,failing-test",UNMAPPED
8233,"Kusto hosting & integration libraries","area-integrations,azure",UNMAPPED
8246,"Codespaces Aspire Failed to bind to address already in use.","area-app-model,area-orchestrator,needs-retriage",UNMAPPED
8261,"Consider enabling benchmarkdotnet integration",needs-area-label,UNMAPPED
8268,"[WebToolsE2E][Aspire] In the Aspire Dashboard, there was no tool tip when you hover the Actions and some columns under Structured Logs and Traces.","area-dashboard,needs-retriage",UNMAPPED
8286,"Can't reach docker container services through service discovery","area-app-model,area-orchestrator",UNMAPPED
8342,"[Failing test]: Aspire.Azure.Messaging.WebPubSub.Tests.ConformanceTests.LoggerFactoryIsUsedByRegisteredClient","area-integrations,flaky-test,failing-test",UNMAPPED
8377,"ConfigurationSchema only adds a schema for the main resource, not named resources","area-integrations,azure-eventhubs",UNMAPPED
8383,"Aspire.Hosting.Azure.Sql - Deployment of Database Project not working","area-app-model,needs-retriage",UNMAPPED
8398,"aspire dashboard returns 404 response when forbidden","area-dashboard,needs-retriage",UNMAPPED
8409,"PublishAsConnectionString only works with manifest publisher",area-app-model,UNMAPPED
8415,"Flaky test: AppHostExitsWhenCliProcessPidDies","area-cli,needs-retriage",UNMAPPED
8426,"Handle resource relationships that get resolved in argument and environment variable callbacks",area-app-model,UNMAPPED
8437,"Dashboard - Allow bi-directional sorting and configurable filtering based on trace duration",area-dashboard,UNMAPPED
8440,".NET Console App Orchestration","area-app-model,area-orchestrator",UNMAPPED
8454,"[WebToolsE2E][Aspire] In the Aspire Dashboard, the label of 'select instrument' displayed when you double click any instrument in the Metrics Menu.","area-dashboard,blocked,needs-retriage",UNMAPPED
8464,"Aspire.OpenAI's AddChatClient API should have a way to indicate whether to use the responses endpoint","area-integrations,ai",UNMAPPED
8466,"[Failing test]: Aspire.Hosting.Python.Tests.AddPythonAppTests.PythonResourceFinishesSuccessfully","area-integrations,disabled-tests,python,failing-test",UNMAPPED
8467,"[Failing test]: Aspire.Hosting.Tests.MSBuildTests.EnsureWarningsAreEmittedWhenProjectReferencingLibraries","area-app-model,testing ☑️,disabled-tests,needs-retriage",UNMAPPED
8486,"Enlisting a Blazor WebAssembly Standalone App in a .NET Aspire orchestration doesn't add the app to the AppHost","area-tooling,blazor-wasm",UNMAPPED
8501,"[WebToolsE2E][Aspire] Running two Aspire projects with Azure Functions at the same time will cause the 'functionapp1' to stop after a few seconds for one of the projects.","area-integrations,azure,azure-functions",UNMAPPED
8521,"Allow referencing .http file as multiple commads for a web api service",needs-area-label,UNMAPPED
8522,"otel service name is not taken into account in Azure, locally it is working",needs-area-label,UNMAPPED
8553,"Add buton to delete volumes within stopped docker container",area-dashboard,UNMAPPED
8554,"Kafka Consumer traces show waiting time instead of actual receiving time","area-integrations,kafka",UNMAPPED
8559,"Service Discovery doesn't resolve http endpoints correctly",area-service-discovery,UNMAPPED
8561,"Transform connectionstring to multiple env. vars",area-app-model,UNMAPPED
8590,"Add support for EventHubs PluggableCheckpointStoreEventProcessor","area-integrations,azure-eventhubs",UNMAPPED
8633,"Volume names required in manifest, but not always written in code",area-app-model,UNMAPPED
8648,"Make DCP container runtime logs in tests more accessible",area-orchestrator,UNMAPPED
8656,"On dashboard startup, check if ports are in use before starting Kestrel",area-dashboard,UNMAPPED
8672,"[WebToolsE2E][Aspire] The icons color in the CMD isn't correct during creation and running of the project.","help wanted,area-cli",UNMAPPED
8678,"Not able to create EF migrations when using Aspire environment variables",area-integrations,UNMAPPED
8679,"More concise way of adding dependencies",area-app-model,UNMAPPED
8684,"Allow resources to specify custom icons to use when displayed in the dashboard","help wanted,area-dashboard,area-app-model",UNMAPPED
8693,"[WebToolsE2E][Aspire] The webfrontend of the Aspire project with Azure Service Bus integration remains in the 'Running (Unhealthy)' state and has some errors in the console logs.",area-integrations,UNMAPPED
8724,"Set defaults on Sql server instances","area-integrations,breaking-change,azure-sqlserver",UNMAPPED
8728,"Flaky test: Aspire.Hosting.Tests.DistributedApplicationTests.ProxylessEndpointWorks","flaky-test,quarantined-test",UNMAPPED
8735,"Allow configuration of Azure container app resource allocation in code","area-app-model,area-orchestrator",UNMAPPED
8739,"Failure to copy file into container should show in resource logs",area-app-model,UNMAPPED
8747,"Cannot select the resource as it's empty in the Structured, Traces and Metrics pages","area-dashboard,needs-retriage",UNMAPPED
8757,"Allow control over which URL shows up in the dashboard resource graph view",area-dashboard,UNMAPPED
8766,"Add a way to load RabbitMQ container with a predefined configuration in AppHost.","area-integrations,rabbitmq",UNMAPPED
8768,"SQL AddDatabase WithCreationScript incompatible with sqlproj output","area-integrations,sqlserver",UNMAPPED
8780,"Allow Kafka healthchecks to write to a custom topic name","area-integrations,kafka",UNMAPPED
8795,"AppHost fails to start unless all profiles are ""correct""",needs-retriage,UNMAPPED
8803,".NET services intermittently fail to start with timeout error from VS Code",area-tooling,UNMAPPED
8829,"[Failing test]: Aspire.Hosting.Tests.Eventing.DistributedApplicationBuilderEventingTests.ResourceEventsForContainersFireForSpecificResources",needs-retriage,UNMAPPED
8853,"Link unclickable in Container Runtime Unavaialble tooltip","area-dashboard,needs-retriage",UNMAPPED
8890,"PostgreSqlFlexibleServerVersion enum missing Ver16, PostgreSQL 16",area-integrations,UNMAPPED
8895,"Release Port from DCP if Resource is not running",area-orchestrator,UNMAPPED
8906,"Change ACA containerPort parameter to int instead of string","area-integrations,azure-container-apps",UNMAPPED
8984,"Annotation-Based Open Discriminated Union for Aspire Resources","area-app-model,breaking-change",UNMAPPED
8990,"Build caching for `aspire` CLI",area-cli,UNMAPPED
8999,"Provide a way to detect if a service is running in the context of NET Aspire host",area-app-model,UNMAPPED
9000,"Unhealthy Azure Storage Emulator on some devices","area-integrations,azure,azure-storage",UNMAPPED
9004,"Include resource name in 'unsupported resource type' error",needs-retriage,UNMAPPED
9013,"Support altering the default script for AzurePostgresFlexibleServer in .NET Aspire","area-integrations,azure,postgres",UNMAPPED
9039,"Colors in dashboard should aim to be stable for resource",area-dashboard,UNMAPPED
9040,"Remove all should reset all applied filters","area-dashboard,needs-retriage",UNMAPPED
9042,"Add TrySubscribeOnce API in IDistributedApplicationEventing",area-meta,UNMAPPED
9061,"SSL client error in GitHub Actions for DistributedApplicationTesting test",area-integrations,UNMAPPED
9083,"Flaky test: Aspire.Playground.Tests.ProjectSpecificTests.KafkaTest","area-integrations,flaky-test,quarantined-test",UNMAPPED
9126,"Menu item to pull container images","area-app-model,area-orchestrator",UNMAPPED
9143,"Add support for custom configuration for CosmosDB","area-integrations,azure,azure-cosmosdb",UNMAPPED
9146,"Tightening the resource lifecycle",area-app-model,UNMAPPED
9156,"`aspire get-cs [resource name]`","area-app-model,area-cli",UNMAPPED
9158,"SSL Connection - authenticationexception",area-app-model,UNMAPPED
9171,"Flaky test: Aspire.Playground.Tests.ProjectSpecificTests.WithDockerfileTest","area-app-model,flaky-test,needs-retriage",UNMAPPED
9188,"Consider not publishing the InitializeResourceEvent for resources implementing IResourceWithParent",area-app-model,UNMAPPED
9189,"EventHub BlobContainer is not created if it doesn't exist",needs-area-label,UNMAPPED
9228,"`WithCreationScript(...)` should provide feedback in resource logger.",area-integrations,UNMAPPED
9243,"[Failing test]: Aspire.Playground.Tests.ProjectSpecificTests.AzureFunctionsTest","area-integrations,azure-functions,failing-test",UNMAPPED
9248,"Use service discovery for connection strimgs",area-service-discovery,UNMAPPED
9276,"[AspireE2E] Created an Aspire version of 9.2.1 templates and run the ""aspire run"" command, an error ""The app host is not compatible. Consider upgrading the app host or Aspire CLI"" displayed.","area-cli,needs-retriage",UNMAPPED
9279,"Allow to choose Service Bus emulator SQL instance","area-integrations,azure,azure-servicebus",UNMAPPED
9311,"[nit]: ""Operation cancelled by user action"" log is too incessant",area-cli,UNMAPPED
